Clasificacion,Sexo,Edad,Cantidad,P. Maximo,P. Minimo,P. Promedio,Peso Promedio,P. Animal,Fecha,Ciudad
OTRO,ML,1.3333333333333333,1.0,7300.0,7300.0,7300.0,231.0,1686300.0,2023-10-19,MONTERIA
PRIMERA,ML,,7.0,7900.0,7900.0,7900.0,117.0,924300.0,2023-10-19,MONTERIA
PRIMERA,ML,1.0,37.0,7200.0,7000.0,7100.0,143.0,1015300.0,2023-10-19,MONTERIA
PRIMERA,ML,1.25,31.0,8100.0,7000.0,7550.0,179.0,1351450.0,2023-10-19,MONTERIA
PRIMERA,ML,2.0,23.0,6800.0,6800.0,6800.0,250.0,1700000.0,2023-10-19,MONTERIA
PRIMERA,MC,3.0,17.0,7350.0,6900.0,7166.0,418.0,2995666.0,2023-10-19,MONTERIA
PRIMERA,TO,3.0,1.0,7100.0,7100.0,7100.0,750.0,5325000.0,2023-10-19,MONTERIA
PRIMERA,HL,,40.0,7000.0,6100.0,6480.0,105.0,682992.0,2023-10-19,MONTERIA
PRIMERA,HL,1.5,12.0,6100.0,6050.0,6075.0,214.0,1300050.0,2023-10-19,MONTERIA
PRIMERA,HL,1.3333333333333333,22.0,6700.0,6700.0,6700.0,231.0,1547700.0,2023-10-19,MONTERIA
PRIMERA,HL,1.25,30.0,6400.0,6100.0,6250.0,162.0,1012500.0,2023-10-19,MONTERIA
PRIMERA,HV,2.0,84.0,6500.0,5800.0,6200.0,266.0,1649200.0,2023-10-19,MONTERIA
PRIMERA,HV,2.5,46.0,6700.0,6300.0,6450.0,331.0,2137530.0,2023-10-19,MONTERIA
PRIMERA,HV,2.25,61.0,6850.0,5700.0,6406.0,304.0,1949902.0,2023-10-19,MONTERIA
PRIMERA,HV,3.0,4.0,6650.0,6350.0,6516.0,423.0,2760894.0,2023-10-19,MONTERIA
PRIMERA,VE,2.5,3.0,6100.0,6100.0,6100.0,358.0,2183800.0,2023-10-19,MONTERIA
PRIMERA,VE,2.25,29.0,6300.0,6100.0,6175.0,386.0,2385093.0,2023-10-19,MONTERIA
PRIMERA,VE,3.0,84.0,6650.0,5900.0,6280.0,466.0,2928992.0,2023-10-19,MONTERIA
SEGUNDA,ML,,12.0,7500.0,6400.0,6950.0,115.0,799250.0,2023-10-19,MONTERIA
SEGUNDA,ML,1.0,48.0,7400.0,6200.0,6900.0,142.0,983940.0,2023-10-19,MONTERIA
SEGUNDA,ML,1.5,99.0,8400.0,5500.0,6811.0,205.0,1399304.0,2023-10-19,MONTERIA
SEGUNDA,ML,1.3333333333333333,30.0,7500.0,7300.0,7416.0,236.0,1752805.0,2023-10-19,MONTERIA
SEGUNDA,ML,1.25,16.0,7500.0,7300.0,7400.0,159.0,1176600.0,2023-10-19,MONTERIA
SEGUNDA,MC,2.0,20.0,7500.0,7500.0,7500.0,271.0,2032500.0,2023-10-19,MONTERIA
SEGUNDA,MC,2.5,7.0,6900.0,6700.0,6800.0,336.0,2288200.0,2023-10-19,MONTERIA
SEGUNDA,MC,2.25,79.0,7200.0,6500.0,6795.0,331.0,2251863.0,2023-10-19,MONTERIA
SEGUNDA,TO,3.0,3.0,7200.0,7050.0,7116.0,717.0,5105022.0,2023-10-19,MONTERIA
SEGUNDA,HL,1.0,13.0,6600.0,6400.0,6466.0,140.0,905333.0,2023-10-19,MONTERIA
SEGUNDA,HL,1.5,4.0,6100.0,6100.0,6100.0,192.0,1171200.0,2023-10-19,MONTERIA
SEGUNDA,HL,1.3333333333333333,5.0,6100.0,6100.0,6100.0,228.0,1390800.0,2023-10-19,MONTERIA
SEGUNDA,HL,1.25,3.0,5500.0,5500.0,5500.0,171.0,940500.0,2023-10-19,MONTERIA
SEGUNDA,HV,2.0,6.0,5800.0,5800.0,5800.0,259.0,1502200.0,2023-10-19,MONTERIA
SEGUNDA,HV,2.25,7.0,6300.0,6150.0,6225.0,289.0,1799025.0,2023-10-19,MONTERIA
SEGUNDA,VE,2.5,4.0,5600.0,5000.0,5300.0,347.0,1839100.0,2023-10-19,MONTERIA
SEGUNDA,VE,2.25,33.0,6250.0,4500.0,5850.0,366.0,2144442.0,2023-10-19,MONTERIA
SEGUNDA,VE,3.0,15.0,6300.0,5800.0,6016.0,453.0,2725550.0,2023-10-19,MONTERIA
SEGUNDA,VP,2.25,10.0,6100.0,6100.0,6100.0,366.0,2232600.0,2023-10-19,MONTERIA
SEGUNDA,VP,3.0,4.0,6300.0,6100.0,6200.0,588.0,3648700.0,2023-10-19,MONTERIA
OTRO,HV,2.0,1.0,5600.0,5600.0,5600.0,260.0,1456000.0,2023-10-26,MONTERIA
PRIMERA,ML,1.0,23.0,8000.0,7400.0,7666.0,139.0,1068222.0,2023-10-26,MONTERIA
PRIMERA,ML,1.25,57.0,8600.0,7200.0,8150.0,163.0,1333883.0,2023-10-26,MONTERIA
PRIMERA,ML,2.0,62.0,8150.0,7750.0,8000.0,250.0,2000000.0,2023-10-26,MONTERIA
PRIMERA,MC,2.5,83.0,7850.0,7000.0,7441.0,338.0,2515283.0,2023-10-26,MONTERIA
PRIMERA,MC,3.0,15.0,7450.0,6700.0,7175.0,454.0,3262831.0,2023-10-26,MONTERIA
PRIMERA,TO,3.0,3.0,7550.0,7300.0,7416.0,620.0,4598333.0,2023-10-26,MONTERIA
PRIMERA,HL,,15.0,8300.0,8300.0,8300.0,109.0,904700.0,2023-10-26,MONTERIA
PRIMERA,HL,1.0,5.0,5900.0,5900.0,5900.0,141.0,831900.0,2023-10-26,MONTERIA
PRIMERA,HL,1.5,3.0,6700.0,6500.0,6600.0,190.0,1257300.0,2023-10-26,MONTERIA
PRIMERA,HL,1.3333333333333333,12.0,6400.0,5800.0,6200.0,232.0,1439950.0,2023-10-26,MONTERIA
PRIMERA,HL,1.25,2.0,6600.0,6600.0,6600.0,160.0,1056000.0,2023-10-26,MONTERIA
PRIMERA,HV,2.5,1.0,6300.0,6300.0,6300.0,344.0,2167200.0,2023-10-26,MONTERIA
PRIMERA,HV,2.25,76.0,7100.0,6300.0,6700.0,382.0,2565262.0,2023-10-26,MONTERIA
PRIMERA,HV,3.0,21.0,7050.0,6800.0,6950.0,430.0,2988500.0,2023-10-26,MONTERIA
PRIMERA,VE,2.0,1.0,6000.0,6000.0,6000.0,274.0,1644000.0,2023-10-26,MONTERIA
PRIMERA,VE,2.25,51.0,6300.0,5600.0,5966.0,370.0,2207666.0,2023-10-26,MONTERIA
PRIMERA,VP,3.0,12.0,6100.0,5900.0,6000.0,482.0,2895000.0,2023-10-26,MONTERIA
SEGUNDA,ML,,42.0,8700.0,4200.0,7360.0,94.0,693312.0,2023-10-26,MONTERIA
SEGUNDA,ML,1.3333333333333333,32.0,7400.0,7300.0,7350.0,228.0,1675800.0,2023-10-26,MONTERIA
SEGUNDA,ML,1.25,5.0,7600.0,6000.0,7033.0,166.0,1167533.0,2023-10-26,MONTERIA
SEGUNDA,MC,2.0,24.0,6900.0,6000.0,6450.0,266.0,1715700.0,2023-10-26,MONTERIA
SEGUNDA,MC,2.25,45.0,7200.0,6900.0,7100.0,322.0,2290933.0,2023-10-26,MONTERIA
SEGUNDA,MC,3.0,1.0,5600.0,5600.0,5600.0,478.0,2676800.0,2023-10-26,MONTERIA
SEGUNDA,TO,3.0,3.0,7300.0,5400.0,6500.0,518.0,3371333.0,2023-10-26,MONTERIA
SEGUNDA,HL,,22.0,6800.0,6600.0,6733.0,101.0,684555.0,2023-10-26,MONTERIA
SEGUNDA,HL,1.0,22.0,6500.0,5800.0,6166.0,146.0,900333.0,2023-10-26,MONTERIA
SEGUNDA,HL,1.5,11.0,6100.0,6100.0,6100.0,214.0,1305400.0,2023-10-26,MONTERIA
SEGUNDA,HL,1.3333333333333333,12.0,6500.0,6500.0,6500.0,227.0,1475500.0,2023-10-26,MONTERIA
SEGUNDA,HV,1.3333333333333333,3.0,6100.0,6100.0,6100.0,228.0,1390800.0,2023-10-26,MONTERIA
SEGUNDA,HV,2.0,6.0,6300.0,6300.0,6300.0,268.0,1688400.0,2023-10-26,MONTERIA
SEGUNDA,HV,2.5,1.0,6000.0,6000.0,6000.0,322.0,1932000.0,2023-10-26,MONTERIA
SEGUNDA,HV,2.25,19.0,6250.0,6200.0,6225.0,362.0,2256562.0,2023-10-26,MONTERIA
SEGUNDA,VE,2.0,1.0,4800.0,4800.0,4800.0,262.0,1257600.0,2023-10-26,MONTERIA
SEGUNDA,VE,2.5,9.0,6100.0,6000.0,6050.0,348.0,2108425.0,2023-10-26,MONTERIA
SEGUNDA,VE,2.25,26.0,6200.0,5100.0,5687.0,339.0,1932328.0,2023-10-26,MONTERIA
SEGUNDA,VE,3.0,12.0,6250.0,6100.0,6200.0,446.0,2769333.0,2023-10-26,MONTERIA
SEGUNDA,VP,2.5,2.0,5100.0,5100.0,5100.0,356.0,1815600.0,2023-10-26,MONTERIA
SEGUNDA,VP,3.0,4.0,6300.0,5700.0,6000.0,431.0,2586000.0,2023-10-26,MONTERIA
PRIMERA,ML,,3.0,8200.0,8200.0,8200.0,111.0,910200.0,2023-11-02,MONTERIA
PRIMERA,ML,1.0,37.0,10000.0,7600.0,8600.0,142.0,1224066.0,2023-11-02,MONTERIA
PRIMERA,ML,1.25,67.0,8800.0,7600.0,8000.0,168.0,1348000.0,2023-11-02,MONTERIA
PRIMERA,ML,2.0,20.0,7500.0,7500.0,7500.0,250.0,1875000.0,2023-11-02,MONTERIA
PRIMERA,MC,3.0,30.0,7600.0,7000.0,7350.0,471.0,3465525.0,2023-11-02,MONTERIA
PRIMERA,TO,3.0,5.0,7700.0,7250.0,7400.0,730.0,5402000.0,2023-11-02,MONTERIA
PRIMERA,HL,,6.0,6300.0,6300.0,6300.0,118.0,743400.0,2023-11-02,MONTERIA
PRIMERA,HL,1.0,8.0,6700.0,6700.0,6700.0,146.0,978200.0,2023-11-02,MONTERIA
PRIMERA,HL,1.5,12.0,6900.0,4700.0,6025.0,202.0,1218556.0,2023-11-02,MONTERIA
PRIMERA,HL,1.3333333333333333,7.0,6400.0,6100.0,6250.0,232.0,1450000.0,2023-11-02,MONTERIA
PRIMERA,HL,1.25,56.0,6900.0,6500.0,6660.0,163.0,1085580.0,2023-11-02,MONTERIA
PRIMERA,HV,1.3333333333333333,3.0,6500.0,6500.0,6500.0,245.0,1592500.0,2023-11-02,MONTERIA
PRIMERA,HV,2.0,5.0,6500.0,6500.0,6500.0,277.0,1800500.0,2023-11-02,MONTERIA
PRIMERA,HV,2.5,22.0,6600.0,6200.0,6400.0,344.0,2201600.0,2023-11-02,MONTERIA
PRIMERA,HV,2.25,16.0,6600.0,6200.0,6370.0,301.0,1921192.0,2023-11-02,MONTERIA
PRIMERA,HV,3.0,1.0,6400.0,6400.0,6400.0,410.0,2624000.0,2023-11-02,MONTERIA
PRIMERA,VE,2.25,38.0,6550.0,5900.0,6270.0,382.0,2398902.0,2023-11-02,MONTERIA
PRIMERA,VE,3.0,97.0,7000.0,6000.0,6397.0,478.0,3062655.0,2023-11-02,MONTERIA
PRIMERA,VP,3.0,11.0,6500.0,6500.0,6500.0,512.0,3328000.0,2023-11-02,MONTERIA
SEGUNDA,ML,,8.0,8000.0,7400.0,7700.0,122.0,943250.0,2023-11-02,MONTERIA
SEGUNDA,ML,1.5,29.0,7300.0,7300.0,7300.0,203.0,1481900.0,2023-11-02,MONTERIA
SEGUNDA,ML,1.3333333333333333,18.0,6700.0,6700.0,6700.0,241.0,1614700.0,2023-11-02,MONTERIA
SEGUNDA,ML,1.25,32.0,7600.0,7300.0,7433.0,160.0,1194288.0,2023-11-02,MONTERIA
SEGUNDA,MC,2.0,67.0,7300.0,5500.0,6725.0,259.0,1745137.0,2023-11-02,MONTERIA
SEGUNDA,MC,2.5,13.0,6850.0,6850.0,6850.0,337.0,2308450.0,2023-11-02,MONTERIA
SEGUNDA,MC,2.25,73.0,8050.0,7000.0,7500.0,299.0,2244375.0,2023-11-02,MONTERIA
SEGUNDA,TO,3.0,1.0,7450.0,7450.0,7450.0,510.0,3799500.0,2023-11-02,MONTERIA
SEGUNDA,HL,1.0,6.0,6400.0,6400.0,6400.0,135.0,864000.0,2023-11-02,MONTERIA
SEGUNDA,HL,1.5,6.0,6500.0,5900.0,6200.0,190.0,1181100.0,2023-11-02,MONTERIA
SEGUNDA,HL,1.25,3.0,6600.0,5900.0,6250.0,176.0,1103125.0,2023-11-02,MONTERIA
SEGUNDA,HL,2.5,2.0,6800.0,6800.0,6800.0,326.0,2216800.0,2023-11-02,MONTERIA
SEGUNDA,HV,2.5,11.0,6400.0,6400.0,6400.0,340.0,2176000.0,2023-11-02,MONTERIA
SEGUNDA,HV,2.25,15.0,6750.0,6200.0,6433.0,328.0,2114422.0,2023-11-02,MONTERIA
SEGUNDA,VE,2.5,19.0,5700.0,4500.0,5362.0,344.0,1848721.0,2023-11-02,MONTERIA
SEGUNDA,VE,2.25,41.0,6100.0,4400.0,5512.0,351.0,1937643.0,2023-11-02,MONTERIA
SEGUNDA,VE,3.0,28.0,6200.0,5650.0,5985.0,478.0,2861171.0,2023-11-02,MONTERIA
SEGUNDA,VP,3.0,12.0,6100.0,5600.0,5766.0,479.0,2764155.0,2023-11-02,MONTERIA
PRIMERA,ML,,5.0,7500.0,7500.0,7500.0,118.0,885000.0,2023-11-09,MONTERIA
PRIMERA,ML,1.0,1.0,7600.0,7600.0,7600.0,138.0,1048800.0,2023-11-09,MONTERIA
PRIMERA,ML,1.5,71.0,8100.0,6700.0,7671.0,203.0,1557300.0,2023-11-09,MONTERIA
PRIMERA,ML,1.25,63.0,8200.0,7900.0,8075.0,162.0,1310168.0,2023-11-09,MONTERIA
PRIMERA,MC,3.0,9.0,7400.0,7050.0,7200.0,420.0,3027600.0,2023-11-09,MONTERIA
PRIMERA,TO,3.0,7.0,7700.0,7350.0,7471.0,584.0,4365448.0,2023-11-09,MONTERIA
PRIMERA,HL,1.0,10.0,7500.0,7100.0,7300.0,146.0,1069450.0,2023-11-09,MONTERIA
PRIMERA,HL,1.5,24.0,6800.0,6400.0,6660.0,201.0,1343988.0,2023-11-09,MONTERIA
PRIMERA,HL,1.3333333333333333,14.0,6850.0,6850.0,6850.0,237.0,1623450.0,2023-11-09,MONTERIA
PRIMERA,HL,1.25,18.0,6800.0,6500.0,6650.0,166.0,1103900.0,2023-11-09,MONTERIA
PRIMERA,HV,2.0,23.0,6650.0,6500.0,6575.0,266.0,1748950.0,2023-11-09,MONTERIA
PRIMERA,HV,2.5,57.0,6850.0,6350.0,6543.0,338.0,2214241.0,2023-11-09,MONTERIA
PRIMERA,HV,2.25,43.0,6800.0,6300.0,6537.0,315.0,2060946.0,2023-11-09,MONTERIA
PRIMERA,HV,3.0,6.0,6300.0,6250.0,6275.0,445.0,2792375.0,2023-11-09,MONTERIA
PRIMERA,VE,2.25,14.0,5800.0,5800.0,5800.0,392.0,2273600.0,2023-11-09,MONTERIA
SEGUNDA,ML,,13.0,6500.0,6100.0,6333.0,101.0,639666.0,2023-11-09,MONTERIA
SEGUNDA,ML,1.0,30.0,7600.0,6800.0,7133.0,139.0,996288.0,2023-11-09,MONTERIA
SEGUNDA,ML,1.3333333333333333,26.0,7300.0,6600.0,6950.0,236.0,1640200.0,2023-11-09,MONTERIA
SEGUNDA,ML,1.25,5.0,6500.0,6400.0,6450.0,161.0,1041675.0,2023-11-09,MONTERIA
SEGUNDA,MC,2.0,61.0,7100.0,5500.0,6580.0,264.0,1738436.0,2023-11-09,MONTERIA
SEGUNDA,MC,2.5,41.0,7050.0,6500.0,6866.0,328.0,2254555.0,2023-11-09,MONTERIA
SEGUNDA,MC,2.25,31.0,7350.0,6800.0,7075.0,296.0,2097737.0,2023-11-09,MONTERIA
SEGUNDA,TO,3.0,1.0,6650.0,6650.0,6650.0,584.0,3883600.0,2023-11-09,MONTERIA
SEGUNDA,HL,,23.0,8300.0,6500.0,7133.0,109.0,782288.0,2023-11-09,MONTERIA
SEGUNDA,HL,1.0,7.0,6600.0,6600.0,6600.0,143.0,943800.0,2023-11-09,MONTERIA
SEGUNDA,HL,1.5,5.0,6700.0,6200.0,6450.0,209.0,1348050.0,2023-11-09,MONTERIA
SEGUNDA,HL,1.3333333333333333,6.0,6300.0,6300.0,6300.0,242.0,1524600.0,2023-11-09,MONTERIA
SEGUNDA,HV,2.25,16.0,6950.0,6700.0,6825.0,323.0,2207887.0,2023-11-09,MONTERIA
SEGUNDA,VE,2.5,2.0,5100.0,5100.0,5100.0,358.0,1825800.0,2023-11-09,MONTERIA
SEGUNDA,VE,2.25,2.0,6050.0,6050.0,6050.0,380.0,2299000.0,2023-11-09,MONTERIA
SEGUNDA,VE,3.0,16.0,6300.0,5500.0,5912.0,451.0,2668015.0,2023-11-09,MONTERIA
PRIMERA,ML,1.0,4.0,8600.0,8600.0,8600.0,145.0,1247000.0,2023-11-16,MONTERIA
PRIMERA,ML,1.25,14.0,8200.0,7600.0,7900.0,161.0,1275850.0,2023-11-16,MONTERIA
PRIMERA,ML,2.0,20.0,7600.0,7600.0,7600.0,250.0,1900000.0,2023-11-16,MONTERIA
PRIMERA,MC,1.3333333333333333,11.0,7000.0,7000.0,7000.0,236.0,1652000.0,2023-11-16,MONTERIA
PRIMERA,MC,3.0,4.0,7750.0,7300.0,7516.0,464.0,3490238.0,2023-11-16,MONTERIA
PRIMERA,TO,3.0,7.0,7600.0,7400.0,7520.0,570.0,4286400.0,2023-11-16,MONTERIA
PRIMERA,HL,1.5,55.0,6800.0,6350.0,6550.0,189.0,1240570.0,2023-11-16,MONTERIA
PRIMERA,HL,1.25,15.0,6700.0,6500.0,6600.0,164.0,1086800.0,2023-11-16,MONTERIA
PRIMERA,HV,2.0,3.0,6200.0,6200.0,6200.0,262.0,1624400.0,2023-11-16,MONTERIA
PRIMERA,HV,2.5,23.0,6650.0,6250.0,6387.0,339.0,2165362.0,2023-11-16,MONTERIA
PRIMERA,HV,2.25,41.0,6500.0,6300.0,6408.0,310.0,1986583.0,2023-11-16,MONTERIA
PRIMERA,HV,3.0,5.0,6600.0,6600.0,6600.0,429.0,2834700.0,2023-11-16,MONTERIA
PRIMERA,VE,2.5,10.0,6400.0,6400.0,6400.0,334.0,2137600.0,2023-11-16,MONTERIA
PRIMERA,VE,2.25,15.0,6550.0,5900.0,6162.0,380.0,2343290.0,2023-11-16,MONTERIA
PRIMERA,VE,3.0,64.0,6450.0,6200.0,6343.0,465.0,2949843.0,2023-11-16,MONTERIA
PRIMERA,VP,3.0,28.0,6300.0,5900.0,6091.0,511.0,3115887.0,2023-11-16,MONTERIA
SEGUNDA,ML,,25.0,7300.0,5500.0,6400.0,108.0,691200.0,2023-11-16,MONTERIA
SEGUNDA,ML,1.0,3.0,7000.0,7000.0,7000.0,143.0,1001000.0,2023-11-16,MONTERIA
SEGUNDA,ML,1.5,85.0,7300.0,4700.0,6450.0,196.0,1264200.0,2023-11-16,MONTERIA
SEGUNDA,ML,1.3333333333333333,23.0,6800.0,5000.0,5900.0,227.0,1339300.0,2023-11-16,MONTERIA
SEGUNDA,ML,1.25,23.0,7700.0,7200.0,7400.0,165.0,1224700.0,2023-11-16,MONTERIA
SEGUNDA,MC,2.0,58.0,7300.0,4800.0,6612.0,262.0,1734128.0,2023-11-16,MONTERIA
SEGUNDA,MC,2.5,51.0,7000.0,6700.0,6900.0,329.0,2270100.0,2023-11-16,MONTERIA
SEGUNDA,MC,2.25,72.0,7550.0,5500.0,6716.0,325.0,2188513.0,2023-11-16,MONTERIA
SEGUNDA,TO,3.0,1.0,6600.0,6600.0,6600.0,622.0,4105200.0,2023-11-16,MONTERIA
SEGUNDA,HL,,24.0,6800.0,6300.0,6550.0,110.0,720500.0,2023-11-16,MONTERIA
SEGUNDA,HL,1.0,2.0,5200.0,5200.0,5200.0,140.0,728000.0,2023-11-16,MONTERIA
SEGUNDA,HL,1.5,6.0,6300.0,6300.0,6300.0,211.0,1329300.0,2023-11-16,MONTERIA
SEGUNDA,HV,2.0,9.0,6350.0,6350.0,6350.0,270.0,1714500.0,2023-11-16,MONTERIA
SEGUNDA,HV,2.5,7.0,6200.0,6200.0,6200.0,346.0,2145200.0,2023-11-16,MONTERIA
SEGUNDA,HV,2.25,16.0,6750.0,6750.0,6750.0,305.0,2058750.0,2023-11-16,MONTERIA
SEGUNDA,VE,2.5,24.0,5900.0,5700.0,5800.0,340.0,1975866.0,2023-11-16,MONTERIA
SEGUNDA,VE,2.25,28.0,5950.0,5100.0,5616.0,352.0,1978938.0,2023-11-16,MONTERIA
SEGUNDA,VE,3.0,33.0,6400.0,5200.0,5927.0,495.0,2936884.0,2023-11-16,MONTERIA
SEGUNDA,VP,3.0,3.0,5400.0,5400.0,5400.0,478.0,2581200.0,2023-11-16,MONTERIA
OTRO,ML,,1.0,7600.0,7600.0,7600.0,122.0,927200.0,2023-11-23,MONTERIA
PRIMERA,ML,,20.0,9400.0,7100.0,8175.0,111.0,907425.0,2023-11-23,MONTERIA
PRIMERA,ML,1.0,66.0,8100.0,7100.0,7500.0,141.0,1060000.0,2023-11-23,MONTERIA
PRIMERA,ML,1.25,64.0,8100.0,6400.0,7520.0,161.0,1215232.0,2023-11-23,MONTERIA
PRIMERA,ML,2.0,41.0,7850.0,7500.0,7675.0,252.0,1937937.0,2023-11-23,MONTERIA
PRIMERA,MC,1.3333333333333333,21.0,6800.0,6800.0,6800.0,248.0,1686400.0,2023-11-23,MONTERIA
PRIMERA,MC,2.5,54.0,7450.0,7100.0,7325.0,328.0,2404431.0,2023-11-23,MONTERIA
PRIMERA,MC,3.0,3.0,7550.0,7550.0,7550.0,534.0,4031700.0,2023-11-23,MONTERIA
PRIMERA,TO,3.0,10.0,7700.0,7100.0,7535.0,684.0,5159968.0,2023-11-23,MONTERIA
PRIMERA,HL,,14.0,8100.0,6900.0,7366.0,106.0,780866.0,2023-11-23,MONTERIA
PRIMERA,HL,1.0,23.0,7600.0,6600.0,7000.0,137.0,959000.0,2023-11-23,MONTERIA
PRIMERA,HL,1.5,39.0,7200.0,6200.0,6637.0,206.0,1370643.0,2023-11-23,MONTERIA
PRIMERA,HL,1.3333333333333333,46.0,6600.0,6300.0,6487.0,232.0,1506721.0,2023-11-23,MONTERIA
PRIMERA,HV,2.0,5.0,6000.0,6000.0,6000.0,268.0,1608000.0,2023-11-23,MONTERIA
PRIMERA,HV,2.5,12.0,6400.0,6400.0,6400.0,338.0,2163200.0,2023-11-23,MONTERIA
PRIMERA,HV,2.25,26.0,6650.0,6200.0,6462.0,359.0,2320037.0,2023-11-23,MONTERIA
PRIMERA,HV,3.0,34.0,7000.0,6250.0,6616.0,425.0,2816494.0,2023-11-23,MONTERIA
PRIMERA,VE,2.25,13.0,6400.0,5700.0,6087.0,362.0,2208240.0,2023-11-23,MONTERIA
PRIMERA,VE,3.0,81.0,6600.0,5700.0,6326.0,468.0,2966370.0,2023-11-23,MONTERIA
PRIMERA,VP,3.0,1.0,5600.0,5600.0,5600.0,518.0,2900800.0,2023-11-23,MONTERIA
SEGUNDA,ML,,44.0,7700.0,2000.0,5937.0,110.0,658320.0,2023-11-23,MONTERIA
SEGUNDA,ML,1.0,8.0,7500.0,6400.0,6950.0,137.0,952150.0,2023-11-23,MONTERIA
SEGUNDA,ML,1.3333333333333333,70.0,7850.0,6500.0,7058.0,229.0,1617534.0,2023-11-23,MONTERIA
SEGUNDA,ML,2.25,10.0,8100.0,8100.0,8100.0,282.0,2284200.0,2023-11-23,MONTERIA
SEGUNDA,MC,2.0,29.0,7400.0,5500.0,6300.0,265.0,1671600.0,2023-11-23,MONTERIA
SEGUNDA,MC,3.0,3.0,7300.0,6500.0,6900.0,456.0,3149850.0,2023-11-23,MONTERIA
SEGUNDA,TO,3.0,10.0,7550.0,6200.0,7200.0,662.0,4772700.0,2023-11-23,MONTERIA
SEGUNDA,HL,,9.0,7500.0,7200.0,7350.0,107.0,786450.0,2023-11-23,MONTERIA
SEGUNDA,HL,1.3333333333333333,4.0,5700.0,5700.0,5700.0,242.0,1379400.0,2023-11-23,MONTERIA
SEGUNDA,HV,2.0,1.0,5800.0,5800.0,5800.0,262.0,1519600.0,2023-11-23,MONTERIA
SEGUNDA,HV,2.5,8.0,6200.0,6200.0,6200.0,348.0,2157600.0,2023-11-23,MONTERIA
SEGUNDA,HV,2.25,15.0,6500.0,6300.0,6400.0,358.0,2292800.0,2023-11-23,MONTERIA
SEGUNDA,HV,3.0,1.0,6250.0,6250.0,6250.0,426.0,2662500.0,2023-11-23,MONTERIA
SEGUNDA,VE,2.0,1.0,3200.0,3200.0,3200.0,276.0,883200.0,2023-11-23,MONTERIA
SEGUNDA,VE,2.5,24.0,6600.0,3300.0,5250.0,341.0,1793750.0,2023-11-23,MONTERIA
SEGUNDA,VE,2.25,36.0,6600.0,5500.0,5928.0,349.0,2069071.0,2023-11-23,MONTERIA
SEGUNDA,VE,3.0,48.0,6500.0,5500.0,6036.0,445.0,2689474.0,2023-11-23,MONTERIA
SEGUNDA,VP,3.0,7.0,6100.0,3800.0,5133.0,503.0,2583777.0,2023-11-23,MONTERIA
PRIMERA,ML,,26.0,8000.0,6200.0,7425.0,117.0,872437.0,2023-11-30,MONTERIA
PRIMERA,ML,1.0,2.0,8200.0,8200.0,8200.0,133.0,1090600.0,2023-11-30,MONTERIA
PRIMERA,ML,1.25,72.0,9400.0,6800.0,8085.0,167.0,1351469.0,2023-11-30,MONTERIA
PRIMERA,ML,2.0,4.0,7400.0,7400.0,7400.0,250.0,1850000.0,2023-11-30,MONTERIA
PRIMERA,MC,1.3333333333333333,20.0,7500.0,7500.0,7500.0,249.0,1867500.0,2023-11-30,MONTERIA
PRIMERA,TO,3.0,3.0,7550.0,7300.0,7450.0,682.0,5080900.0,2023-11-30,MONTERIA
PRIMERA,HL,1.0,1.0,6500.0,6500.0,6500.0,130.0,845000.0,2023-11-30,MONTERIA
PRIMERA,HL,1.5,5.0,6900.0,6100.0,6466.0,200.0,1297644.0,2023-11-30,MONTERIA
PRIMERA,HL,1.3333333333333333,54.0,6650.0,6400.0,6516.0,231.0,1509694.0,2023-11-30,MONTERIA
PRIMERA,HL,1.25,52.0,7600.0,6600.0,6860.0,168.0,1156596.0,2023-11-30,MONTERIA
PRIMERA,HV,2.0,68.0,7000.0,6100.0,6592.0,266.0,1757467.0,2023-11-30,MONTERIA
PRIMERA,HV,2.5,13.0,6400.0,6200.0,6333.0,328.0,2079444.0,2023-11-30,MONTERIA
PRIMERA,HV,2.25,43.0,6900.0,5700.0,6281.0,325.0,2044546.0,2023-11-30,MONTERIA
PRIMERA,HV,3.0,14.0,6600.0,6250.0,6462.0,422.0,2727175.0,2023-11-30,MONTERIA
PRIMERA,VE,2.5,1.0,5000.0,5000.0,5000.0,324.0,1620000.0,2023-11-30,MONTERIA
PRIMERA,VE,2.25,14.0,6350.0,5900.0,6083.0,375.0,2281250.0,2023-11-30,MONTERIA
PRIMERA,VE,3.0,68.0,6650.0,5700.0,6266.0,477.0,2989722.0,2023-11-30,MONTERIA
PRIMERA,VP,3.0,4.0,6200.0,6000.0,6066.0,440.0,2669333.0,2023-11-30,MONTERIA
SEGUNDA,ML,,11.0,8200.0,3000.0,6300.0,119.0,749700.0,2023-11-30,MONTERIA
SEGUNDA,ML,1.0,40.0,7300.0,6300.0,6633.0,140.0,933088.0,2023-11-30,MONTERIA
SEGUNDA,ML,1.5,41.0,7700.0,6300.0,6966.0,194.0,1352694.0,2023-11-30,MONTERIA
SEGUNDA,ML,1.3333333333333333,4.0,6200.0,6200.0,6200.0,222.0,1376400.0,2023-11-30,MONTERIA
SEGUNDA,ML,1.25,73.0,7700.0,6000.0,6950.0,157.0,1095783.0,2023-11-30,MONTERIA
SEGUNDA,MC,2.0,54.0,7200.0,5500.0,6600.0,265.0,1750320.0,2023-11-30,MONTERIA
