Clasificacion,Sexo,Edad,Cantidad,P. Maximo,P. Minimo,P. Promedio,Peso Promedio,P. Animal,Fecha,Ciudad
SEGUNDA,HL,1.0,7.0,6100.0,6100.0,6100.0,141.0,860100.0,2024-09-12,MONTERIA
SEGUNDA,HL,1.5,1.0,6700.0,6700.0,6700.0,216.0,1447200.0,2024-09-12,MONTERIA
SEGUNDA,HL,1.3333333333333333,24.0,6900.0,6800.0,6850.0,233.0,1596050.0,2024-09-12,MONTERIA
SEGUNDA,HL,1.25,1.0,6800.0,6800.0,6800.0,178.0,1210400.0,2024-09-12,MONTERIA
SEGUNDA,HL,2.0,1.0,6800.0,6800.0,6800.0,264.0,1795200.0,2024-09-12,MONTERIA
SEGUNDA,HV,2.5,7.0,6300.0,6200.0,6250.0,354.0,2212500.0,2024-09-12,MONTERIA
SEGUNDA,HV,2.25,9.0,6400.0,6300.0,6350.0,289.0,1838325.0,2024-09-12,MONTERIA
SEGUNDA,VE,2.5,4.0,5900.0,4000.0,5175.0,348.0,1803487.0,2024-09-12,MONTERIA
SEGUNDA,VE,2.25,9.0,5700.0,4700.0,5250.0,358.0,1883437.0,2024-09-12,MONTERIA
SEGUNDA,VE,3.0,26.0,5900.0,5400.0,5633.0,492.0,2773477.0,2024-09-12,MONTERIA
SEGUNDA,VP,3.0,5.0,6200.0,6200.0,6200.0,454.0,2816866.0,2024-09-12,MONTERIA
PRIMERA,ML,,15.0,9100.0,8500.0,8900.0,124.0,1103600.0,2024-09-19,MONTERIA
PRIMERA,ML,1.25,20.0,9500.0,8900.0,9200.0,166.0,1531800.0,2024-09-19,MONTERIA
PRIMERA,MC,3.0,5.0,7800.0,7800.0,7800.0,540.0,4212000.0,2024-09-19,MONTERIA
PRIMERA,TO,3.0,26.0,7600.0,7000.0,7351.0,594.0,4369221.0,2024-09-19,MONTERIA
PRIMERA,HL,1.0,47.0,7700.0,7100.0,7460.0,138.0,1033956.0,2024-09-19,MONTERIA
PRIMERA,HL,1.5,50.0,7200.0,6700.0,6933.0,194.0,1347377.0,2024-09-19,MONTERIA
PRIMERA,HL,1.3333333333333333,17.0,7600.0,6800.0,7200.0,244.0,1760400.0,2024-09-19,MONTERIA
PRIMERA,HL,1.25,18.0,7300.0,7300.0,7300.0,173.0,1262900.0,2024-09-19,MONTERIA
PRIMERA,HV,1.3333333333333333,1.0,7900.0,7900.0,7900.0,248.0,1959200.0,2024-09-19,MONTERIA
PRIMERA,HV,2.0,46.0,8300.0,7600.0,7933.0,267.0,2123488.0,2024-09-19,MONTERIA
PRIMERA,HV,2.5,19.0,8000.0,8000.0,8000.0,337.0,2696000.0,2024-09-19,MONTERIA
PRIMERA,HV,2.25,26.0,7400.0,7000.0,7200.0,301.0,2170800.0,2024-09-19,MONTERIA
PRIMERA,VE,2.25,11.0,6100.0,6050.0,6075.0,380.0,2311537.0,2024-09-19,MONTERIA
PRIMERA,VE,3.0,84.0,6850.0,6000.0,6363.0,478.0,3045273.0,2024-09-19,MONTERIA
PRIMERA,VP,3.0,16.0,6900.0,6800.0,6833.0,546.0,3731000.0,2024-09-19,MONTERIA
SEGUNDA,ML,,1.0,7800.0,7800.0,7800.0,120.0,936000.0,2024-09-19,MONTERIA
SEGUNDA,ML,1.0,21.0,7600.0,6800.0,7300.0,141.0,1034166.0,2024-09-19,MONTERIA
SEGUNDA,ML,1.5,26.0,8100.0,7800.0,7925.0,198.0,1571131.0,2024-09-19,MONTERIA
SEGUNDA,ML,1.3333333333333333,26.0,7600.0,7400.0,7500.0,241.0,1812500.0,2024-09-19,MONTERIA
SEGUNDA,ML,1.25,85.0,8100.0,7500.0,7820.0,168.0,1318452.0,2024-09-19,MONTERIA
SEGUNDA,MC,2.0,7.0,7700.0,5500.0,6966.0,256.0,1783466.0,2024-09-19,MONTERIA
SEGUNDA,MC,2.5,42.0,7500.0,7200.0,7383.0,342.0,2525100.0,2024-09-19,MONTERIA
SEGUNDA,MC,3.0,32.0,7750.0,7200.0,7558.0,437.0,3304251.0,2024-09-19,MONTERIA
SEGUNDA,TO,3.0,1.0,6800.0,6800.0,6800.0,538.0,3658400.0,2024-09-19,MONTERIA
SEGUNDA,HL,1.3333333333333333,19.0,6500.0,6400.0,6450.0,236.0,1522200.0,2024-09-19,MONTERIA
SEGUNDA,HV,2.0,11.0,6700.0,6200.0,6450.0,266.0,1718925.0,2024-09-19,MONTERIA
SEGUNDA,HV,2.5,64.0,6900.0,6400.0,6570.0,346.0,2273220.0,2024-09-19,MONTERIA
SEGUNDA,HV,2.25,32.0,6850.0,6600.0,6741.0,348.0,2350594.0,2024-09-19,MONTERIA
SEGUNDA,HV,3.0,15.0,6900.0,6900.0,6900.0,433.0,2987700.0,2024-09-19,MONTERIA
SEGUNDA,VE,2.0,1.0,5800.0,5800.0,5800.0,254.0,1473200.0,2024-09-19,MONTERIA
SEGUNDA,VE,2.5,23.0,5750.0,5500.0,5616.0,336.0,1887200.0,2024-09-19,MONTERIA
SEGUNDA,VE,2.25,15.0,5800.0,5200.0,5600.0,338.0,1892800.0,2024-09-19,MONTERIA
SEGUNDA,VE,3.0,16.0,5700.0,5500.0,5600.0,406.0,2273600.0,2024-09-19,MONTERIA
SEGUNDA,VP,3.0,7.0,5700.0,5700.0,5700.0,595.0,3391500.0,2024-09-19,MONTERIA
